afferentCoupling,bugs,commentWeight,cyclomaticComplexity,dc,difficulty,efferentCoupling,effort,instability,intelligentContent,lcom,length,loc,logicalLoc,maintainabilityIndex,maintainabilityIndexWithoutComment,myerDistance,noc,noc-anon,noca,nocc,noi,nom,operators,rdc,rsc,rsysc,sc,sysc,time,vocabulary,volume
0,0.64,29.93,9,3.25,14.85,4,28683.44,1,130.03,2,312,169,32,72.88,42.95,1,1,0,0,1,0,6,1,0.54,2.33,2.88,14,17.25,1594,73,1931.23
0,0.11,36.05,1,0.75,6.13,4,1972.39,1,52.58,2,65,37,10,96.54,60.49,0,1,0,0,1,0,2,0,0.38,5,5.38,10,10.75,110,31,322.02
0,0.09,42.36,1,2,4.88,2,1335.69,1,56.2,2,59,47,10,103.34,60.98,0,1,0,0,1,0,2,0,1,1,2,2,4,74,25,273.99
0,0.18,40.94,3,5,10.56,2,5753.03,1,51.59,2,108,73,17,94.54,53.6,0,1,0,0,1,0,3,0,1.67,0.67,2.33,2,7,320,33,544.79
0,0.13,42.03,1,4.5,6.14,2,2421.75,1,64.31,2,83,65,14,98.72,56.69,0,1,0,0,1,0,3,0,1.5,0.67,2.17,2,6.5,135,27,394.66
0,0.13,42.03,1,4.5,6.14,2,2421.75,1,64.31,2,83,65,14,98.72,56.69,0,1,0,0,1,0,3,0,1.5,0.67,2.17,2,6.5,135,27,394.66
0,0,0,1,0,0,0,0,0,0,0,0,0,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.15,17.74,3,0,6.25,0,2860.54,0,73.23,0,86,73,13,74.41,56.67,1,0,0,0,0,0,0,1,0,0,0,0,0,159,40,457.69
0,0.04,0,2,0.33,2.77,2,294.3,1,38.38,1,26,15,4,72.41,72.41,0,1,0,0,1,0,1,0,0.33,4,4.33,4,4.33,16,17,106.27
0,0.1,0,3,1,5.46,4,1583.4,1,53.11,1,58,23,9,61.54,61.54,0,1,0,0,1,0,1,0,1,16,17,16,17,88,32,290
0,0.14,38.7,8,0,11.38,0,4740.6,0,36.64,0,80,49,8,99.58,60.88,0,0,0,0,0,0,0,0,0,0,0,0,0,263,37,416.76
0,0.21,25.75,2,0.14,9,6,5797.92,1,71.58,1,118,41,14,80.81,55.06,0,1,0,0,1,0,1,0,0.14,36,36.14,36,36.14,322,44,644.21
0,0.23,41.58,5,8,7.99,2,5444.87,1,85.33,4,119,112,21,92.22,50.64,0,1,0,0,1,0,6,0,1.33,0.33,1.67,2,10,302,53,681.62
0,0.16,43.94,1,5,4.47,2,2111.1,1,105.67,1,90,75,12,101.54,57.6,0,1,0,0,1,0,5,0,1,0.6,1.6,3,8,117,38,472.31
0,0.09,22.9,2,0,5,2,1355.14,1,54.21,1,57,53,7,87.16,64.26,0,1,0,0,1,0,1,0,0,4,4,4,4,75,27,271.03
1,0.09,39.96,1,0.5,4.72,3,1249.98,0.75,56.17,2,54,42,10,101.04,61.08,0,1,0,0,1,0,2,0,0.25,5,5.25,10,10.5,69,30,264.97
0,0.12,31.94,4,1,8.1,1,2925.8,1,44.59,1,71,35,6,96.52,64.58,0,1,0,0,1,0,1,0,1,1,2,1,2,163,34,361.21
0,0.08,15.87,3,0.6,4.38,4,1073.38,1,56.08,1,50,23,8,79.03,63.16,0,1,0,0,1,0,1,0,0.6,16,16.6,16,16.6,60,30,245.34
0,0.07,23.53,2,0.6,4.57,4,956.41,1,45.77,1,44,20,6,90.04,66.51,0,1,0,0,1,0,1,0,0.6,16,16.6,16,16.6,53,27,209.22
0,0.1,42.07,1,2.5,5.08,1,1472.23,1,57.12,3,57,60,11,101.98,59.91,0,1,0,0,1,0,3,0,0.83,0.33,1.17,1,3.5,82,34,289.99
0,0.14,44.11,1,5,4.58,2,1951.26,1,92.89,1,83,74,12,102.03,57.92,0,1,0,0,1,0,5,0,1,0.6,1.6,3,8,108,35,425.73
0,0.02,37.24,1,1,1.64,0,105.91,0,39.55,1,17,17,3,114.02,76.78,0,1,0,0,1,0,1,0,1,0,1,0,1,6,14,64.73
0,0.12,43.61,1,4,4.2,2,1481.79,1,84.14,1,70,62,11,102.92,59.31,0,1,0,0,1,0,4,0,1,0.5,1.5,2,6,82,33,353.11
0,0.06,36,1,1,3.89,1,738.85,1,48.85,1,42,26,4,106.78,70.78,0,1,0,0,1,0,1,0,1,1,2,1,2,41,23,189.99
0,0.07,34.97,1,1,4,1,891.62,1,55.73,1,48,28,4,105.26,70.29,0,1,0,0,1,0,1,0,1,1,2,1,2,50,25,222.91
0,0.18,42.35,2,3,7.59,2,3991.52,1,69.36,2,101,87,13,98.73,56.38,0,1,0,0,1,0,4,0,0.75,0.5,1.25,2,5,222,37,526.15
0,0,0,1,0,0,0,0,0,0,0,0,0,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.24,32.93,2,0,9.64,0,6798.85,0,73.12,2,150,65,21,83.87,50.94,0,1,0,0,1,0,5,0,0,0,0,0,0,378,26,705.07
0,0.19,24.69,2,1.2,8.23,4,4716.95,1,69.66,2,105,45,13,80.81,56.12,0,1,0,0,1,0,2,0,0.6,8,8.6,16,17.2,262,44,573.24
0,0.06,41.36,1,3,3.79,0,686.31,0,47.79,2,39,43,7,106.98,65.62,0,1,0,0,1,0,2,0,1.5,0,1.5,0,3,38,25,181.11
1,0.1,37.95,4,2.5,6.88,1,2063.6,0.5,43.66,1,59,42,9,99.25,61.3,0,1,0,0,1,0,1,0,2.5,1,3.5,1,3.5,115,34,300.16
0,0.07,26.64,2,0,4.5,2,882.97,1,43.6,1,44,38,7,91.88,65.24,0,1,0,0,1,0,1,0,0,4,4,4,4,49,22,196.21
0,0.31,32.86,3,0.79,10.65,7,10043.38,1,88.57,3,161,84,23,81.92,49.06,0,1,0,0,1,0,3,0,0.26,12.33,12.6,37,37.79,558,58,943.13
0,0.05,21.76,3,0,7.78,0,1189.42,0,19.66,0,36,71,7,87.63,65.87,0,0,0,0,0,0,0,0,0,0,0,0,0,66,19,152.93
0,0.05,40.46,1,0,2.86,0,393.16,0,48.16,0,33,27,7,106.92,66.46,0,1,0,0,1,0,0,0,0,0,0,0,0,22,18,137.61
0,0.02,37.24,1,1,2.25,0,129.06,0,25.49,1,16,17,3,114.38,77.14,0,1,0,0,1,0,1,0,1,0,1,0,1,7,12,57.36
0,0.14,44.26,1,3,5.65,1,2370.03,1,74.37,2,80,63,14,100.76,56.5,0,1,0,0,1,0,2,0,1.5,0.5,2,1,4,132,38,419.83
0,0.06,27.63,2,0,4.4,2,734.4,1,37.93,1,38,35,6,94.82,67.19,0,1,0,0,1,0,1,0,0,4,4,4,4,41,21,166.91
0,0.19,13.52,6,0,10.11,0,5725.86,0,55.99,0,105,32,15,67.78,54.26,3,0,0,0,0,0,0,3,0,0,0,0,0,318,42,566.19
1,0.55,36.6,9,6,14.12,5,23130.14,0.83,116.05,4,257,121,38,78.42,41.82,0,1,0,0,1,0,5,0,1.2,1.8,3,9,15,1285,83,1638.39
1,0.02,37.24,1,1,1.64,0,105.91,0,39.55,1,17,17,3,114.02,76.78,0,1,0,0,1,0,1,0,1,0,1,0,1,6,14,64.73
0,0.92,29.07,11,2.08,17.13,7,47141.27,1,160.62,2,426,187,43,67.87,38.8,1,1,0,0,1,0,6,1,0.35,7.83,8.18,47,49.08,2619,88,2751.72
