afferentCoupling,bugs,commentWeight,cyclomaticComplexity,dc,difficulty,efferentCoupling,effort,instability,intelligentContent,lcom,length,loc,logicalLoc,maintainabilityIndex,maintainabilityIndexWithoutComment,myerDistance,noc,noc-anon,noca,nocc,noi,nom,operators,rdc,rsc,rsysc,sc,sysc,time,vocabulary,volume
0,3.08,40.8,74,45,56.92,0,525302.7,0,162.11,2,1205,806,155,55.3,14.5,13,1,0,0,1,0,18,13,2.5,0,2.5,0,45,29183,202,9228.14
1,1.56,44.42,38,58.5,30.88,1,144872.18,0.5,151.95,22,664,610,66,73.91,29.49,7,1,0,0,1,0,29,7,2.02,0.03,2.05,1,59.5,8048,134,4691.88
0,3.01,37.86,92,62,77.22,0,697817.23,0,117.03,8,1242,1015,132,51.53,13.67,10,1,0,0,1,0,20,10,3.1,0,3.1,0,62,38768,155,9036.95
0,3.49,38.91,151,0,69.36,0,726687.51,0,151.06,0,1492,1053,145,43.3,4.39,26,0,0,0,0,0,0,26,0,0,0,0,0,40372,130,10477.37
0,1.59,43.87,29,52,54.92,0,262663.2,0,87.1,1,700,505,87,71.9,28.03,1,1,0,0,1,0,19,1,2.74,0,2.74,0,52,14592,114,4783.02
0,5.27,40.14,136,73,73.21,0,1158542.86,0,216.13,1,1978,1304,221,41.3,1.16,20,1,0,0,1,0,28,20,2.61,0,2.61,0,73,64363,256,15824
0,2.05,43.54,57,37,46.42,0,284830.06,0,132.17,6,871,681,96,66.11,22.57,10,1,0,0,1,0,25,10,1.48,0,1.48,0,37,15824,132,6135.67
0,0.08,47.55,11,0,11.07,0,2791.91,0,22.78,0,55,73,5,114.01,66.46,3,0,0,0,0,0,0,3,0,0,0,0,0,155,24,252.17
0,1.91,43.05,56,37,47.25,0,270111.66,0,120.97,6,822,656,94,66.17,23.12,7,1,0,0,1,0,25,7,1.48,0,1.48,0,37,15006,124,5716.35
0,3.07,40.83,80,41,53.34,0,490711.64,0,172.48,2,1207,799,145,55.17,14.34,18,1,0,0,1,0,17,18,2.41,0,2.41,0,41,27262,197,9199.82
0,11.64,39.04,237,131,111.93,0,3909000.78,0,312,2,4086,2258,441,39.04,0,34,1,0,0,1,0,56,34,2.34,0,2.34,0,131,217167,374,34922.61
0,0.21,42.98,7,0,18.29,0,11437.8,0,34.21,0,124,74,14,97.46,54.48,0,0,0,0,0,0,0,0,0,0,0,0,0,635,33,625.5
12,10.18,40.72,190,72,95.33,12,2912536.52,0.5,320.51,10,3698,1879,369,40.72,0,16,5,0,0,5,0,43,16,1.67,0.33,2,14,86,161808,307,30553.23
0,1.95,40.86,70,66,49.28,0,288923.74,0,118.95,2,843,656,92,62.22,21.36,7,1,0,0,1,0,20,7,3.3,0,3.3,0,66,16051,124,5862.39
0,2.25,43.31,65,38,50.09,0,338381.22,0,134.88,6,949,711,104,63.75,20.44,10,1,0,0,1,0,26,10,1.46,0,1.46,0,38,18799,139,6755.88
0,2.56,40.09,95,0,39.8,0,305293.64,0,192.75,0,998,807,111,55.49,15.4,13,0,0,0,0,0,0,13,0,0,0,0,0,16961,206,7671.13
0,3.52,38.91,154,0,73.31,0,774596.83,0,144.12,0,1493,993,136,43.48,4.57,30,0,0,0,0,0,0,30,0,0,0,0,0,43033,135,10565.69
0,2.16,41.95,46,45,39.76,0,257173.87,0,162.71,9,910,940,115,64.13,22.18,4,1,0,0,1,0,22,4,2.05,0,2.05,0,45,14287,138,6468.76
0,5.18,40.15,137,55.5,70.2,3,1091245.18,1,221.42,5,2015,1295,226,41.02,0.87,20,1,0,0,1,0,28,20,1.98,0.14,2.13,4,59.5,60625,210,15544.2
0,3.18,36.57,119,0,80.46,0,766533.59,0,118.41,0,1298,667,102,48.89,12.32,24,0,0,0,0,0,0,24,0,0,0,0,0,42585,162,9527.13
0,4.25,40.09,112,48,66.43,0,847273.46,0,191.99,2,1618,965,193,46.42,6.33,29,1,0,0,1,0,19,29,2.53,0,2.53,0,48,47071,236,12754.12
